Couple_ID,Particiapnt_ID,ID,Time,Event,IQ,Gender,Pep_Self,Pep_Mate,Pep_P1,Pep_P2,Pep_P3,Pep_P4,Pep_P5,Pep_P6,Pep_P7,Intelligence_Self,Intelligence_Mate,Intelligence_P1,Intelligence_P2,Intelligence_P3,Intelligence_P4,Intelligence_P5,Intelligence_P6,Intelligence_P7,SelfAssured_Self,SelfAssured_Mate,SelfAssured_P1,SelfAssured_P2,SelfAssured_P3,SelfAssured_P4,SelfAssured_P5,SelfAssured_P6,SelfAssured_P7,Sociable_Self,Sociable_Mate,Sociable_P1,Sociable_P2,Sociable_P3,Sociable_P4,Sociable_P5,Sociable_P6,Sociable_P7,Attractive_Self,Attractive_Mate,Attractive_P1,Attractive_P2,Attractive_P3,Attractive_P4,Attractive_P5,Attractive_P6,Attractive_P7,Nervous_Self,Nervous_Mate,Nervous_P1,Nevrous_P2,Nervous_P3,Nervous_P4,Nervous_P5,Nervous_P6,Nervous_P7,Popular_Self,Popular_Mate,Popular_P1,Popular_P2,Popular_P3,Popular_P4,Popular_P5,Popular_P6,Popular_P7,Religious_Self,Religious_Mate,Religious_P1,Religious_P2,Religious_P3,Religious_P4,Religious_P5,Religious_P6,Religious_P7,Punctual_Self,Punctual_Mate,Punctual_P1,Punctual_P2,Punctual_P3,Punctual_P4,Punctual_P5,Punctual_P6,Punctual_P7,Initiative_Self,Initiative_Mate,Initiative_P1,Initiative_P2,Initiative_P3,Initiative_P4,Initiative_P5,Initiative_P6,Initiative_P7,Courtesy_Self,Courtesy_Mate,Courtesy_P1,Courtesy_P2,Courtesy_P3,Courtesy_P4,Courtesy_P5,Courtesy_P6,Courtesy_P7,Jealous_Self,Jealous_Mate,Jealous_P1,Jealous_P2,Jealous_P3,Jealous_P4,Jealous_P5,Jealous_P6,Jealous_P7,Voice_Self,Voice_Mate,Voice_P1,Voice_P2,Voice_P3,Voice_P4,Voice_P5,Voice_P6,Voice_P7,Cooperation_Self,Cooperation_Mate,Cooperation_P1,Cooperation_P2,Cooperation_P3,Cooperation_P4,Cooperation_P5,Cooperation_P6,Cooperation_P7,Culture_Self,Culture_Mate,Culture_P1,Culture_P2,Culture_P3,Culture_P4,Culture_P5,Culture_P6,Culture_P7,Graceful_Self,Graceful_Mate,Graceful_P1,Graceful_P2,Graceful_P3,Graceful_P4,Graceful_P5,Graceful_P6,Graceful_P7,Persistent_Self,Persistent_Mate,Persistent_P1,Persistent_P2,Persistent_P3,Persistent_P4,Persistent_P5,Persistent_P6,Persistent_P7,Generosity_Self,Generosity_Mate,Generosity_P1,Generosity_P2,Generosity_P3,Generosity_P4,Generosity_P5,Generosity_P6,Generosity_P7,Honesty_Self,Honesty_Mate,Honesty_P1,Honesty_P2,Honesty_P3,Honesty_P4,Honesty_P5,Honesty_P6,Honesty_P7,Dress_Self,Dress_Mate,Dress_P1,Dress_P2,Dress_P3,Dress_P4,Dress_P5,Dress_P6,Dress_P7,Patience_Self,Patience_Mate,Patience_P1,Patience_P2,Patience_P3,Patience_P4,Patience_P5,Patience_P6,Patience_P7,CSense_Self,CSense_Mate,CSense_P1,CSense_P2,CSense_P3,CSense_P4,CSense_P5,CSense_P6,CSense_P7,Interests_Self,Interests_Mate,Interests_P1,Interests_P2,Interests_P3,Interests_P4,Interests_P5,Interests_P6,Interests_P7,Disposition_Self,Disposition_Mate,Disposition_P1,Disposition_P2,Disposition_P3,Disposition_P4,Disposition_P5,Disposition_P6,Disposition_P7,Convention_Self,Convention_Mate,Convention_P1,Convention_P2,Convention_P3,Convention_P4,Convention_P5,Convention_P6,Convention_P7,Sport_Self,Sport_Mate,Sport_P1,Sport_P2,Sport_P3,Sport_P4,Sport_P5,Sport_P6,Sport_P7,Quiet_Self,Quiet_Mate,Quiet_P1,Quiet_P2,Quiet_P3,Quiet_P4,Quiet_P5,Quiet_P6,Quiet_P7,Sincere_Self,Sincere_Mate,Sincere_P1,Sincere_P2,Sincere_P3,Sincere_P4,Sincere_P5,Sincere_P6,Sincere_P7,Temper_Self,Temper_Mate,Temper_P1,Temper_P2,Temper_P3,Temper_P4,Temper_P5,Temper_P6,Temper_P7,Entertaining_Self,Entertaining_Mate,Entertaining_P1,Entertaining_P2,Entertaining_P3,Entertaining_P4,Entertaining_P5,Entertaining_P6,Entertaining_P7,Vanity_Self,Vanity_Mate,Vanity_P1,Vanity_P2,Vanity_P3,Vanity_P4,Vanity_P5,Vanity_P6,Vanity_P7,Tact_Self,Tact_Mate,Tact_P1,Tact_P2,Tact_P3,Tact_P4,Tact_P5,Tact_P6,Tact_P7,Tolerant_Self,Tolerant_Mate,Tolerant_P1,Tolerant_P2,Tolerant_P3,Tolerant_P4,Tolerant_P5,Tolerant_P6,Tolerant_P7,Humor_Self,Humor_Mate,Humor_P1,Humor_P2,Humor_P3,Humor_P4,Humor_P5,Humor_P6,Humor_P7,Dependable_Self,Dependable_Mate,Dependable_P1,Dependable_P2,Dependable_P3,Dependable_P4,Dependable_P5,Dependable_P6,Dependable_P7,Unselfish_Self,Unselfish_Mate,Unselfish_P1,Unselfish_P2,Unselfish_P3,Unselfish_P4,Unselfish_P5,Unselfish_P6,Unselfish_P7,C_PEER,C_SELF,A_Peer,A_Self,E_Peer,E_Self,N_Peer,N_Self,O_Peer,O_Self,FatherOccupation,ChildSES,Income,Schooling,OccupationStatus,Earnings,ZC_PEER,ZC_SELF,ZA_Peer,ZA_Self,ZE_Peer,ZE_Self,ZN_Peer,ZN_Self,ZO_Peer,ZO_Self
64,064B,M064,87.14676889,1,125,1,12,22,12,16,13,15,10,999,999,19,24,22,22,23,23,18,999,999,11,23,13,18,17,16,10,999,999,17,13,12,18,19,14,12,999,999,14,12,13,15,14,12,14,999,999,11,21,24,24,23,19,14,999,999,14,12,13,18,16,11,10,999,999,4,3,1,6,12,4,7,999,999,19,23,24,12,10,23,16,999,999,19,21,24,21,17,23,21,999,999,15,23,20,24,20,12,12,999,999,5,2,20,10,5,999,12,999,999,11,12,13,20,18,12,10,999,999,18,22,12,20,18,15,21,999,999,14,12,18,18,18,13,15,999,999,14,13,10,12,13,11,12,999,999,19,22,24,21,20,22,17,999,999,20,23,12,18,20,999,999,999,999,19,22,24,20,24,16,19,999,999,10,13,12,18,18,6,6,999,999,19,22,13,5,21,23,12,999,999,22,22,20,20,21,23,16,999,999,17,2,20,17,7,17,9,999,999,17,22,12,18,13,15,8,999,999,6,12,3,10,18,9,18,999,999,19,21,22,18,11,13,14,999,999,11,12,18,12,19,18,14,999,999,20,23,24,18,20,999,19,999,999,17,23,17,16,21,15,14,999,999,11,21,15,14,19,13,14,999,999,16,22,13,12,17,10,4,999,999,14,21,5,18,19,10,14,999,999,7,22,13,16,11,15,4,999,999,18,22,24,20,20,13,15,999,999,19,22,24,19,19,21,22,999,999,14,22,19,17,17,13,12,999,999,1.443,.899,-.503,-.902,-.833,-.674,.102,-.629,1.644,1.864,5,8,9,8,2,8,1.04824146507194,.574203158373119,-.576239486673072,-.39397692806115,-1.03249213510536,-.39576718053066,.000168353787760883,-.360448866550409,.982948369962737,.67594451800524
65,065B,M065,96.76889376,1,121,1,17,19,22,21,21,22,22,999,999,21,17,19,19,20,22,21,999,999,22,23,24,17,21,21,15,999,999,23,19,22,17,21,21,22,999,999,19,17,13,13,13,10,10,999,999,10,18,14,11,15,7,9,999,999,21,17,16,14,11,14,12,999,999,2,1,0,4,2,7,0,999,999,16,19,13,13,9,13,18,999,999,18,22,18,19,21,21,25,999,999,18,19,18,11,11,14,22,999,999,22,20,20,22,11,14,19,999,999,16,21,13,15,12,12,12,999,999,21,21,13,15,17,18,25,999,999,22,21,20,17,19,22,22,999,999,12,23,13,12,15,15,13,999,999,22,21,20,12,20,15,16,999,999,19,20,17,13,14,14,22,999,999,22,24,19,20,16,19,25,999,999,6,21,13,10,10,11,21,999,999,16,14,15,10,12,10,10,999,999,22,20,19,22,16,19,20,999,999,24,22,5,23,19,23,20,999,999,22,23,21,22,18,22,18,999,999,3,2,6,4,6,6,4,999,999,23,22,15,19,16,10,21,999,999,3,11,1,2,6,0,6,999,999,22,22,11,18,17,21,25,999,999,22,22,14,13,17,14,14,999,999,20,24,19,22,17,20,22,999,999,4,15,5,5,9,2,11,999,999,20,19,16,12,7,3,16,999,999,21,19,15,10,9,2,15,999,999,25,24,15,22,20,21,23,999,999,24,20,18,13,16,18,21,999,999,22,22,6,7,10,20,23,999,999,-.105,1.31,-.887,2.573,.766,2.782,-.437,1.955,3.306,4.904,5,4,3,7,5,7,-.18026570296945,.89770306894092,-1.0616641156711,1.10899243775161,1.01786565116826,1.79569415952941,-.632920192280634,.374514812292558,2.05161047049592,1.97389188609327
66,066B,M066,67.16319825,1,102,1,21,16,16,0,23,999,999,999,999,12,17,13,13,12,999,999,999,999,20,20,16,23,24,999,999,999,999,17,18,21,13,24,999,999,999,999,16,19,16,23,21,999,999,999,999,13,17,9,2,22,999,999,999,999,18,16,16,1,999,999,999,999,999,19,20,19,13,5,999,999,999,999,21,19,16,1,24,999,999,999,999,17,5,9,13,24,999,999,999,999,21,18,16,23,24,999,999,999,999,7,9,13,13,24,999,999,999,999,15,17,16,0,22,999,999,999,999,19,18,21,13,23,999,999,999,999,14,15,13,12,14,999,999,999,999,13,19,13,13,23,999,999,999,999,15,19,16,1,23,999,999,999,999,15,22,17,2,23,999,999,999,999,18,22,12,12,24,999,999,999,999,19,20,16,24,24,999,999,999,999,14,9,10,1,23,999,999,999,999,18,18,13,13,24,999,999,999,999,13,14,16,1,11,999,999,999,999,14,19,16,12,18,999,999,999,999,14,16,12,12,17,999,999,999,999,17,8,9,2,12,999,999,999,999,13,21,10,13,18,999,999,999,999,19,20,16,2,22,999,999,999,999,14,19,10,12,9,999,999,999,999,16,15,16,3,13,999,999,999,999,15,15,9,4,22,999,999,999,999,16,14,16,3,23,999,999,999,999,16,15,12,3,16,999,999,999,999,14,18,19,13,24,999,999,999,999,15,20,16,2,24,999,999,999,999,17,20,18,3,24,999,999,999,999,-1.176,-.683,-.038,.504,-.093,.71,-.743,-2.248,-2.585,-3.394,7,999,1,3,5,5,-1.03022124364925,-.670996010771069,.0115794000042237,.214130964984241,-.0836086067485896,.481831920928583,-.992335953128368,-.820938880500395,-1.73628870774774,-1.56899208114176
67,067B,M067,96.16648412,1,137,1,21,23,25,22,23,22,22,999,999,25,22,22,24,19,24,17,999,999,24,16,25,23,23,15,17,999,999,25,19,25,21,23,16,16,999,999,21,23,22,15,17,18,16,999,999,25,10,0,7,5,4,6,999,999,23,12,12,12,6,15,12,999,999,2,0,0,1,1,3,3,999,999,21,21,3,15,11,23,24,999,999,24,25,25,21,24,24,18,999,999,25,25,23,24,12,21,12,999,999,21,22,7,13,999,13,1,999,999,15,12,19,12,11,10,19,999,999,24,17,20,21,11,19,13,999,999,23,19,17,21,23,20,15,999,999,13,16,17,18,11,16,15,999,999,23,22,25,19,12,24,24,999,999,23,22,13,13,15,17,21,999,999,21,23,25,24,11,24,23,999,999,12,24,24,13,18,17,20,999,999,7,10,2,10,8,17,9,999,999,23,22,14,16,19,21,18,999,999,25,19,25,12,24,17,22,999,999,25,22,23,15,20,16,13,999,999,7,6,6,10,7,7,8,999,999,21,23,7,19,2,21,12,999,999,13,12,11,12,11,15,12,999,999,25,24,25,22,11,24,17,999,999,22,12,11,12,11,10,11,999,999,12,23,25,15,18,13,13,999,999,12,10,11,12,5,18,14,999,999,16,20,7,11,15,8,10,999,999,20,12,7,12,1,7,5,999,999,23,24,25,20,22,20,13,999,999,19,25,10,23,16,23,16,999,999,22,17,11,22,6,18,12,999,999,1.277,1.297,-.598,3.525,.287,3.14,-1.136,4.77,4.17,6.62,4,8,5,8,1,9,.916502324312979,.887470711672352,-.696331517284563,1.5207411676088,.403655907812997,2.02270317565832,-1.45393854794262,1.17518151350887,2.60716044333627,2.70654901886928
68,068B,M068,67.050931,1,111,1,21,23,23,999,999,999,999,999,999,14,15,20,999,999,999,999,999,999,5,3,8,999,999,999,999,999,999,17,6,12,999,999,999,999,999,999,20,13,18,999,999,999,999,999,999,15,23,23,999,999,999,999,999,999,19,17,18,999,999,999,999,999,999,21,10,12,999,999,999,999,999,999,17,22,25,999,999,999,999,999,999,15,21,24,999,999,999,999,999,999,24,22,23,999,999,999,999,999,999,9,19,14,999,999,999,999,999,999,11,19,13,999,999,999,999,999,999,21,21,20,999,999,999,999,999,999,13,16,20,999,999,999,999,999,999,20,16,13,999,999,999,999,999,999,22,24,24,999,999,999,999,999,999,12,22,24,999,999,999,999,999,999,23,24,24,999,999,999,999,999,999,22,25,24,999,999,999,999,999,999,21,24,1,999,999,999,999,999,999,21,21,24,999,999,999,999,999,999,22,9,4,999,999,999,999,999,999,19,19,22,999,999,999,999,999,999,21,21,14,999,999,999,999,999,999,23,25,24,999,999,999,999,999,999,22,24,24,999,999,999,999,999,999,10,25,24,999,999,999,999,999,999,17,24,24,999,999,999,999,999,999,17,15,14,999,999,999,999,999,999,17,24,24,999,999,999,999,999,999,4,25,24,999,999,999,999,999,999,18,23,24,999,999,999,999,999,999,16,12,10,999,999,999,999,999,999,24,24,24,999,999,999,999,999,999,8,19,24,999,999,999,999,999,999,1.236,1.565,.627,-.453,-.273,.501,.376,.9,-.511,-1.312,7,2,4,2,5,6,.883964343764079,1.09841469228591,.852223614284657,-.199780310723042,-.314418113646183,.349304310953885,.321998152716778,.0744425672541176,-.402711573869393,-.680068916549889
69,069B,M069,80.15334064,1,84,1,18,18,20,18,9,17,15,999,999,13,12,13,12,16,13,15,999,999,14,23,15,18,13,25,17,999,999,17,24,13,18,21,25,18,999,999,12,10,10,13,10,12,15,999,999,16,24,13,10,14,25,15,999,999,13,21,18,16,18,18,17,999,999,13,13,13,10,12,6,12,999,999,23,24,19,13,20,12,15,999,999,12,21,18,15,18,19,15,999,999,22,23,12,17,23,12,18,999,999,24,23,15,999,19,13,16,999,999,19,16,8,13,13,12,17,999,999,24,19,14,16,16,25,17,999,999,15,13,12,12,14,12,16,999,999,18,12,999,12,10,13,14,999,999,24,23,12,15,14,25,17,999,999,19,19,14,14,6,11,16,999,999,24,23,16,23,21,25,20,999,999,24,20,14,20,12,13,17,999,999,24,23,12,11,18,25,15,999,999,24,22,18,22,18,20,16,999,999,19,23,15,12,12,25,13,999,999,24,24,17,15,17,19,19,999,999,14,17,12,22,15,12,13,999,999,24,17,14,23,13,23,18,999,999,15,17,21,12,13,16,12,999,999,24,22,17,23,17,25,18,999,999,24,20,16,14,16,18,18,999,999,17,21,14,14,11,15,17,999,999,12,22,18,16,17,17,15,999,999,22,20,17,16,14,13,16,999,999,14,19,15,21,14,12,14,999,999,23,24,17,22,16,23,19,999,999,24,23,19,23,11,25,18,999,999,24,23,20,25,17,22,17,999,999,.607,1.79,-.078,3.697,.534,-.203,.389,5.057,-1.719,-2.086,7,1,1,1,5,5,.384784105587055,1.27551318347266,-.0389856655164039,1.5951327448519,.720377842278029,-.097104480539834,.337267449746257,1.25681254130606,-1.17945273959989,-1.01053314776704
70,070B,M070,92.6067908,1,133,1,13,16,20,12,18,18,19,999,999,20,20,19,21,17,16,18,999,999,11,20,25,16,15,15,22,999,999,10,15,25,13,13,15,14,999,999,17,16,21,17,12,12,19,999,999,18,20,17,11,13,9,17,999,999,6,14,14,12,6,12,18,999,999,20,19,13,18,13,17,16,999,999,5,22,12,24,12,9,21,999,999,11,22,20,20,17,19,16,999,999,21,23,15,16,7,12,23,999,999,3,8,13,13,13,10,20,999,999,19,20,22,18,12,12,23,999,999,23,19,10,17,13,6,18,999,999,16,21,21,20,9,15,22,999,999,15,14,20,12,13,12,19,999,999,20,22,16,23,12,18,22,999,999,20,16,13,23,13,12,6,999,999,18,23,18,14,12,19,22,999,999,18,20,10,15,12,12,17,999,999,13,20,12,11,8,7,21,999,999,13,22,11,22,13,12,15,999,999,22,23,23,24,16,18,20,999,999,13,17,17,13,13,17,15,999,999,3,16,8,12,5,17,19,999,999,21,21,19,14,13,18,17,999,999,24,20,16,16,12,10,19,999,999,20,22,22,19,13,19,16,999,999,10,18,12,10,12,12,19,999,999,6,19,16,15,10,15,19,999,999,2,15,10,12,1,4,9,999,999,14,18,7,13,6,5,17,999,999,7,15,10,4,8,9,21,999,999,21,16,20,20,17,18,16,999,999,17,22,17,23,12,18,24,999,999,22,17,5,12,9,9,20,999,999,-.069,-.246,-1.481,.978,-1.204,-3.917,-.881,-3.107,1.496,2.67,3,6,5,999,999,999,-.151695768828952,-.327031385666132,-1.81255533865242,.419140311572801,-1.50821617432207,-2.452164497028,-1.15442541390284,-1.06526310655539,.887784717207676,1.020071353097
71,071B,M071,80.03012048,1,100,1,22,24,19,19,23,999,999,999,999,20,24,12,16,13,999,999,999,999,20,24,16,21,21,999,999,999,999,22,24,15,24,17,999,999,999,999,18,22,19,21,12,999,999,999,999,14,12,3,3,12,999,999,999,999,21,24,15,14,12,999,999,999,999,13,18,12,11,10,999,999,999,999,24,22,6,2,12,999,999,999,999,22,22,18,15,15,999,999,999,999,24,24,20,20,23,999,999,999,999,16,5,5,1,8,999,999,999,999,21,24,19,16,12,999,999,999,999,22,24,12,12,24,999,999,999,999,20,19,12,12,12,999,999,999,999,14,18,13,16,13,999,999,999,999,24,24,9,1,17,999,999,999,999,17,24,16,12,19,999,999,999,999,23,24,12,12,12,999,999,999,999,23,24,20,24,12,999,999,999,999,5,21,9,1,4,999,999,999,999,21,24,13,13,18,999,999,999,999,21,24,20,24,12,999,999,999,999,22,21,13,11,24,999,999,999,999,12,22,12,14,23,999,999,999,999,23,24,19,17,7,999,999,999,999,19,12,6,14,12,999,999,999,999,24,24,13,19,13,999,999,999,999,16,12,8,4,21,999,999,999,999,18,22,15,21,12,999,999,999,999,10,12,12,9,12,999,999,999,999,20,22,11,18,12,999,999,999,999,18,12,8,2,12,999,999,999,999,22,24,16,20,24,999,999,999,999,23,24,12,18,13,999,999,999,999,24,23,17,15,21,999,999,999,999,-1.64,1.204,.129,3.87,.212,2.061,-1.196,-.464,-.263,1.576,5,7,2,999,999,999,-1.39845595034899,.814270001981827,.222688548552844,1.66995683126503,.307485279939,1.33850561028656,-1.52441222654021,-.313518136283733,-.243248155739292,.552981083133743
72,072B,M072,93.3652793,1,127,1,16,11,12,21,14,12,14,999,999,24,24,24,22,24,23,22,999,999,13,15,18,11,8,14,16,999,999,20,12,15,10,18,14,15,999,999,16,17,12,11,12,12,14,999,999,21,19,13,6,20,11,12,999,999,12,14,17,12,14,12,14,999,999,2,1,1,6,2,2,7,999,999,15,20,8,12,23,19,18,999,999,15,12,13,23,22,22,16,999,999,23,24,12,12,23,18,15,999,999,6,20,13,7,23,13,10,999,999,16,14,12,12,12,11,13,999,999,22,21,17,9,18,13,19,999,999,21,24,15,16,22,16,21,999,999,21,20,13,8,20,13,11,999,999,24,25,19,18,23,16,20,999,999,15,14,13,8,17,12,12,999,999,21,25,19,12,24,14,18,999,999,21,20,11,13,24,16,14,999,999,18,15,6,7,1,10,13,999,999,21,24,15,12,13,13,19,999,999,23,21,16,18,17,12,9,999,999,15,14,17,10,20,13,14,999,999,5,0,12,12,2,14,11,999,999,17,11,13,9,23,13,14,999,999,17,20,15,12,15,12,18,999,999,22,23,13,16,19,13,19,999,999,22,19,21,12,19,14,13,999,999,12,16,14,16,23,15,14,999,999,14,12,10,7,23,14,14,999,999,17,22,10,10,7,12,16,999,999,20,7,10,19,10,14,10,999,999,21,21,23,17,23,13,14,999,999,20,21,12,16,24,13,20,999,999,12,24,10,9,11,12,12,999,999,.257,1.177,-1.223,.749,-.888,-.589,-.098,3.095,3.505,5.642,3,7,3,999,999,999,.107020856998886,.793018183039417,-1.48641066604437,.320095711638665,-1.10301726221296,-.34186839178497,-.234743908204222,.698763494135043,2.17956700359225,2.28898568795149
73,073B,M073,51.09802848,1,117,1,17,22,18,18,20,19,25,999,999,18,19,19,17,18,15,22,999,999,17,6,13,12,10,17,21,999,999,19,13,12,12,14,15,17,999,999,10,18,19,20,12,19,20,999,999,18,19,18,18,17,7,2,999,999,19,19,12,19,9,17,19,999,999,1,2,12,6,12,6,21,999,999,23,23,17,23,20,23,21,999,999,20,25,18,22,22,7,24,999,999,12,12,20,16,15,15,16,999,999,12,13,19,19,19,13,12,999,999,12,19,12,12,10,15,11,999,999,12,13,19,19,5,15,19,999,999,7,12,12,12,20,15,21,999,999,12,7,11,12,7,14,11,999,999,21,23,20,22,23,19,22,999,999,7,9,12,999,21,11,13,999,999,18,24,12,22,24,19,24,999,999,14,24,19,23,13,19,19,999,999,12,6,12,12,6,6,2,999,999,20,24,12,18,20,16,24,999,999,12,6,12,12,15,8,20,999,999,17,7,12,21,19,15,999,999,999,16,24,13,12,18,11,21,999,999,12,24,13,23,12,17,20,999,999,12,12,12,12,11,11,4,999,999,13,25,12,21,25,22,24,999,999,12,8,19,19,4,12,13,999,999,12,13,19,16,15,15,18,999,999,12,19,19,12,12,21,15,999,999,12,5,6,12,11,11,10,999,999,9,3,9,12,10,12,14,999,999,20,19,19,18,19,22,15,999,999,19,24,19,19,24,23,21,999,999,12,13,19,20,17,13,11,999,999,1.187,1.01,-1.196,-3.382,-.641,.872,-.655,-1.273,-.451,-1.202,6,7,5,8,2,6,.845077488961736,.661571747358583,-1.45227924681795,-1.46659966970594,-.786295327747931,.584556671243899,-.888974557851896,-.543620928924585,-.364131714644369,-.633103715730914
74,074B,M074,74.20043812,1,127,1,13,22,16,18,8,17,10,999,999,16,24,16,17,8,21,13,999,999,14,24,15,17,22,10,10,999,999,24,24,17,17,21,22,14,999,999,15,19,14,15,19,17,16,999,999,24,23,19,23,24,17,15,999,999,14,17,17,24,24,18,15,999,999,8,16,13,4,13,11,8,999,999,24,12,20,23,18,22,14,999,999,18,24,16,24,17,18,16,999,999,24,24,21,21,25,23,17,999,999,22,22,20,18,25,13,17,999,999,14,22,20,16,23,13,16,999,999,22,23,22,23,21,17,999,999,999,13,20,14,15,23,14,16,999,999,10,16,15,14,20,16,10,999,999,14,24,22,24,19,20,4,999,999,7,18,14,14,9,13,3,999,999,23,24,19,23,25,23,24,999,999,12,17,20,19,13,17,20,999,999,14,24,18,21,18,14,20,999,999,18,19,19,23,5,19,17,999,999,22,24,16,24,17,13,10,999,999,23,22,20,20,14,13,10,999,999,14,12,12,20,18,12,17,999,999,17,19,21,22,9,18,20,999,999,18,18,14,17,12,21,23,999,999,23,24,22,19,19,24,22,999,999,17,20,21,23,21,16,23,999,999,13,19,21,20,16,13,4,999,999,23,10,20,15,16,17,18,999,999,24,23,20,17,21,20,21,999,999,14,19,21,21,18,14,3,999,999,23,24,23,23,13,22,15,999,999,22,23,21,24,12,25,23,999,999,19,24,21,21,15,19,17,999,999,.637,.219,1.082,3.384,.543,.824,1.337,4.843,-.862,-.722,5,5,4,6,4,7,.408592384037469,.0389721627864892,1.4274012345818,1.45975737463625,.731918317622909,.554119708187509,1.45075157158826,1.19594480629352,-.628403750335787,-.428164657611751
75,075B,M075,58.31872946,1,123,1,12,11,8,17,23,18,20,999,999,14,19,20,20,21,20,10,999,999,15,12,7,18,20,10,999,999,999,13,13,12,24,23,17,8,999,999,12,12,13,17,14,10,10,999,999,17,24,11,20,22,13,16,999,999,14,11,10,19,22,17,16,999,999,13,13,2,4,10,999,22,999,999,15,24,10,24,13,12,14,999,999,14,24,13,24,19,20,7,999,999,18,12,10,24,22,16,13,999,999,7,13,9,20,1,13,10,999,999,12,18,19,24,17,12,14,999,999,17,17,12,25,24,17,9,999,999,12,8,11,14,17,11,10,999,999,12,12,14,15,15,9,20,999,999,11,7,8,24,24,12,15,999,999,14,10,14,19,15,13,20,999,999,18,11,16,24,999,17,19,999,999,15,12,12,18,20,15,16,999,999,13,13,9,20,5,11,8,999,999,14,25,12,25,24,16,16,999,999,19,12,11,24,24,12,10,999,999,12,6,17,22,21,10,14,999,999,13,10,13,4,19,12,15,999,999,13,10,12,24,24,10,10,999,999,16,12,15,19,15,15,11,999,999,15,25,13,22,24,15,22,999,999,12,12,8,24,7,12,8,999,999,12,13,13,16,22,13,16,999,999,14,11,11,8,7,12,3,999,999,13,7,6,22,20,16,6,999,999,13,10,6,20,23,16,6,999,999,14,13,15,24,24,18,19,999,999,17,23,12,24,25,18,17,999,999,13,23,12,24,24,13,7,999,999,-.928,-1.298,-.437,-1.948,-.057,-1.238,-.804,-2.365,-.345,-1.199,6,4,4,3,5,5,-.833406141792488,-1.15506522001486,-.492807128564037,-.84638151990004,-.0374467053690708,-.753401496443242,-1.06398419303592,-.854217034689492,-.295973963346825,-.631822846617669
75,075B,M076,88.44742607,1,115,1,12,11,8,17,23,18,20,999,999,14,19,20,20,21,20,10,999,999,15,12,7,18,20,10,999,999,999,13,13,12,24,23,17,8,999,999,12,12,13,17,14,10,10,999,999,17,24,11,20,22,13,16,999,999,14,11,10,19,22,17,16,999,999,13,13,2,4,10,999,22,999,999,15,24,10,24,13,12,14,999,999,14,24,13,24,19,20,7,999,999,18,12,10,24,22,16,13,999,999,7,13,9,20,1,13,10,999,999,12,18,19,24,17,12,14,999,999,17,17,12,25,24,17,9,999,999,12,8,11,14,17,11,10,999,999,12,12,14,15,15,9,20,999,999,11,7,8,24,24,12,15,999,999,14,10,14,19,15,13,20,999,999,18,11,16,24,999,17,19,999,999,15,12,12,18,20,15,16,999,999,13,13,9,20,5,11,8,999,999,14,25,12,25,24,16,16,999,999,19,12,11,24,24,12,10,999,999,12,6,17,22,21,10,14,999,999,13,10,13,4,19,12,15,999,999,13,10,12,24,24,10,10,999,999,16,12,15,19,15,15,11,999,999,15,25,13,22,24,15,22,999,999,12,12,8,24,7,12,8,999,999,12,13,13,16,22,13,16,999,999,14,11,11,8,7,12,3,999,999,13,7,6,22,20,16,5,999,999,13,10,6,20,23,16,6,999,999,14,13,15,24,24,18,19,999,999,17,23,12,24,25,18,17,999,999,13,23,12,24,24,13,7,999,999,-.928,-1.298,-.467,-1.953,-.057,-1.238,-.804,-2.365,-.345,-1.199,2,6,9,999,999,999,-.833406141792488,-1.15506522001486,-.530730927704507,-.84854406575013,-.0374467053690708,-.753401496443242,-1.06398419303592,-.854217034689492,-.295973963346825,-.631822846617669
76,076B,M077,87.21248631,1,120,1,19,24,25,9,22,999,999,999,999,19,12,14,14,13,999,999,999,999,19,24,25,16,25,999,999,999,999,13,24,24,18,3,999,999,999,999,15,13,11,15,22,999,999,999,999,17,24,16,10,23,999,999,999,999,17,13,21,14,22,999,999,999,999,0,1,0,1,12,999,999,999,999,6,13,7,8,22,999,999,999,999,23,24,17,16,23,999,999,999,999,10,13,25,13,23,999,999,999,999,14,12,21,13,22,999,999,999,999,12,24,12,15,23,999,999,999,999,10,24,22,13,19,999,999,999,999,19,14,12,12,12,999,999,999,999,17,11,20,8,22,999,999,999,999,18,24,25,17,15,999,999,999,999,21,24,22,13,2,999,999,999,999,11,14,25,14,22,999,999,999,999,10,12,25,14,21,999,999,999,999,3,24,15,11,15,999,999,999,999,20,24,21,15,19,999,999,999,999,17,24,13,12,25,999,999,999,999,11,24,24,16,19,999,999,999,999,5,24,4,12,6,999,999,999,999,18,24,25,7,19,999,999,999,999,13,13,3,10,25,999,999,999,999,17,25,25,16,999,999,999,999,999,6,25,18,17,15,999,999,999,999,17,24,25,17,17,999,999,999,999,6,24,25,10,25,999,999,999,999,3,12,0,16,0,999,999,999,999,8,24,19,12,15,999,999,999,999,20,24,25,17,18,999,999,999,999,9,1,25,12,25,999,999,999,999,10,24,24,7,0,999,999,999,999,.052,-.949,-1.452,-5.144,-.392,-.362,-.117,-3.658,.191,1.499,7,5,4,6,4,8,-.0556690457456137,-.880365782574074,-1.77589566614996,-2.22868082727776,-.467008843206259,-.197926920664126,-.257060573093461,-1.22198330277926,.0486727790633934,.52010544256046
